順位,選手名,チーム,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,year
176,根元　俊一,ロッテ,0.22,40,118,109,10,24,7,1,1,36,9,1,0,2,0,6,0,1,34,0,0.267,0.33,2017
177,パラデス,ロッテ,0.219,89,289,269,31,59,9,0,10,98,26,1,0,0,1,16,0,3,97,5,0.27,0.364,2017
177,井領　雅貴,中日,0.219,22,34,32,2,7,2,0,0,9,3,0,0,0,0,2,0,0,6,0,0.265,0.281,2017
179,中村　剛也,西武,0.217,115,486,415,69,90,14,0,27,185,79,1,0,0,6,61,1,4,118,12,0.319,0.446,2017
179,谷　哲也,中日,0.217,53,100,92,9,20,3,0,2,29,11,0,1,2,1,5,0,0,23,0,0.255,0.315,2017
179,堂林　翔太,広島,0.217,44,54,46,4,10,1,0,1,14,11,0,0,0,3,5,0,0,13,0,0.278,0.304,2017
179,比屋根　渉,ヤクルト,0.217,35,24,23,5,5,1,0,0,6,0,0,1,0,0,1,0,0,8,0,0.25,0.261,2017
183,中田　翔,日本ハム,0.216,129,542,472,56,102,23,0,16,173,67,0,1,0,4,61,0,5,103,14,0.31,0.367,2017
183,長谷川　勇也,ソフトバンク,0.216,23,44,37,5,8,1,2,2,19,7,1,0,0,0,7,0,0,15,0,0.341,0.514,2017
183,ペーニャ,広島,0.216,22,39,37,2,8,1,0,0,9,2,0,0,0,0,2,0,0,10,0,0.256,0.243,2017
186,リベロ,ヤクルト,0.215,54,208,200,12,43,10,0,6,71,21,0,0,0,1,7,0,0,52,5,0.24,0.355,2017
187,戸柱　恭孝,DeNA,0.214,112,363,336,25,72,13,0,9,112,52,0,0,6,2,19,0,0,59,9,0.255,0.333,2017
187,川端　崇義,オリックス,0.214,18,28,28,4,6,2,0,0,8,2,0,0,0,0,0,0,0,2,0,0.214,0.286,2017
189,小島　脩平,オリックス,0.213,61,182,164,17,35,5,2,2,50,19,3,0,9,2,7,0,0,21,4,0.243,0.305,2017
189,本多　雄一,ソフトバンク,0.213,62,143,122,12,26,6,0,0,32,8,3,2,9,0,12,0,0,20,2,0.284,0.262,2017
191,畠山　和洋,ヤクルト,0.212,15,62,52,6,11,3,0,2,20,4,0,0,0,0,8,0,2,13,2,0.339,0.385,2017
192,足立　祐一,楽天,0.211,49,87,76,5,16,1,1,1,22,7,0,1,5,0,5,0,1,18,1,0.268,0.289,2017
192,松井　稼頭央,楽天,0.211,44,83,76,6,16,2,1,2,26,10,0,1,0,0,6,0,1,23,1,0.277,0.342,2017
194,北條　史也,阪神,0.21,83,252,219,26,46,7,2,3,66,20,0,0,7,2,23,0,1,42,4,0.286,0.301,2017
195,鵜久森　淳志,ヤクルト,0.209,45,91,86,6,18,5,1,1,28,7,1,0,0,0,5,0,0,15,1,0.253,0.326,2017
196,中島　卓也,日本ハム,0.208,91,331,283,26,59,1,2,1,67,13,11,3,25,0,23,0,0,80,2,0.268,0.237,2017
196,立岡　宗一郎,巨人,0.208,62,214,197,24,41,3,3,0,50,10,4,5,6,0,11,0,0,43,1,0.25,0.254,2017
196,西浦　直亨,ヤクルト,0.208,72,171,144,9,30,6,0,0,36,8,3,0,8,2,16,1,1,31,5,0.288,0.25,2017
199,荒木　貴裕,ヤクルト,0.207,91,212,188,22,39,8,2,6,69,25,2,0,7,0,14,0,3,30,7,0.273,0.367,2017
199,近藤　弘基,中日,0.207,14,33,29,5,6,1,0,1,10,1,0,0,1,0,3,0,0,7,1,0.281,0.345,2017
201,小林　誠司,巨人,0.206,138,443,378,25,78,11,1,2,97,27,2,0,19,3,41,4,2,64,12,0.285,0.257,2017
201,梅野　隆太郎,阪神,0.206,112,340,282,22,58,9,2,2,77,33,1,0,27,3,24,2,4,63,3,0.275,0.273,2017
201,大嶺　翔太,ロッテ,0.206,91,240,214,15,44,9,2,5,72,23,1,0,9,2,14,0,1,56,1,0.255,0.336,2017
201,髙谷　裕亮,ソフトバンク,0.206,92,195,175,9,36,4,0,1,43,20,0,1,5,2,12,0,1,30,1,0.258,0.246,2017
205,石井　一成,日本ハム,0.205,114,361,317,33,65,8,2,3,86,24,3,5,14,1,28,0,1,113,6,0.271,0.271,2017
205,堂上　直倫,中日,0.205,91,167,151,11,31,7,0,1,41,8,0,1,7,0,9,0,0,39,4,0.25,0.272,2017
205,矢野　謙次,日本ハム,0.205,44,49,44,0,9,2,0,0,11,10,0,0,0,0,5,0,0,13,1,0.286,0.25,2017
208,石原　慶幸,広島,0.204,77,167,147,11,30,4,0,1,37,12,1,0,8,2,10,0,0,33,8,0.252,0.252,2017
208,武内　晋一,ヤクルト,0.204,66,104,93,4,19,0,0,0,19,5,0,1,1,0,8,1,0,15,4,0.267,0.204,2017
210,安達　了一,オリックス,0.203,109,380,316,40,64,9,3,3,88,26,4,3,17,0,37,0,10,61,5,0.306,0.278,2017
210,清田　育宏,ロッテ,0.203,79,263,231,28,47,8,1,3,66,21,3,0,5,0,24,0,3,61,8,0.287,0.286,2017
212,若月　健矢,オリックス,0.202,100,256,218,16,44,8,2,1,59,18,0,0,23,2,10,0,3,50,9,0.245,0.271,2017
213,木村　文紀,西武,0.201,105,203,184,26,37,5,1,2,50,13,7,4,4,1,13,0,1,53,5,0.256,0.272,2017
213,ダフィー,ロッテ,0.201,54,183,164,15,33,8,1,6,61,18,0,0,0,1,14,0,4,61,2,0.279,0.372,2017
213,田中　浩康,DeNA,0.201,66,175,154,15,31,3,1,1,39,20,2,0,8,0,11,0,2,25,4,0.263,0.253,2017
216,野本　圭,中日,0.2,15,35,35,3,7,2,0,0,9,0,0,0,0,0,0,0,0,5,2,0.2,0.257,2017
216,阿部　俊人,楽天,0.2,44,23,20,3,4,0,0,0,4,1,1,0,1,0,2,0,0,6,0,0.273,0.2,2017
218,嶋　基宏,楽天,0.199,112,369,281,34,56,9,0,3,74,28,2,1,27,1,57,0,3,62,8,0.339,0.263,2017
219,清水　優心,日本ハム,0.198,61,120,111,7,22,4,0,1,29,10,0,0,3,1,5,0,0,35,4,0.231,0.261,2017
219,谷内　亮太,ヤクルト,0.198,42,104,91,6,18,2,0,0,20,7,0,0,4,0,9,0,0,19,3,0.27,0.22,2017
221,岡﨑　太一,阪神,0.195,34,54,41,4,8,0,0,2,14,5,0,0,7,0,5,1,1,12,0,0.298,0.341,2017
221,香月　一也,ロッテ,0.195,19,42,41,1,8,0,0,0,8,2,0,0,1,0,0,0,0,6,1,0.195,0.195,2017
223,グリーン,ヤクルト,0.194,25,81,72,5,14,2,0,2,22,8,0,0,0,0,7,0,2,17,2,0.284,0.306,2017
223,岡本　和真,巨人,0.194,15,35,31,2,6,1,0,0,7,2,0,0,0,0,4,0,0,10,0,0.286,0.226,2017
225,木下　拓哉,中日,0.192,51,94,78,4,15,5,0,0,20,4,0,0,4,1,10,1,1,21,4,0.289,0.256,2017
226,キャンベル,阪神,0.191,21,54,47,5,9,2,0,1,14,5,0,0,0,0,7,0,0,17,2,0.296,0.298,2017
227,細谷　圭,ロッテ,0.19,41,106,100,8,19,3,2,2,32,13,0,0,1,0,5,0,0,38,2,0.229,0.32,2017
227,乙坂　智,DeNA,0.19,83,66,63,7,12,3,0,2,21,3,0,0,1,0,1,0,1,13,0,0.215,0.333,2017
229,伊藤　光,オリックス,0.189,103,239,196,21,37,9,2,5,65,23,0,0,22,1,18,1,2,47,2,0.263,0.332,2017
229,野間　峻祥,広島,0.189,98,85,74,34,14,1,0,0,15,2,10,5,4,0,7,0,0,13,1,0.259,0.203,2017
229,天谷　宗一郎,広島,0.189,56,45,37,6,7,1,0,0,8,2,1,0,4,0,3,0,1,17,0,0.268,0.216,2017
232,飯原　誉士,ヤクルト,0.188,17,18,16,2,3,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0.278,0.188,2017
233,白崎　浩之,DeNA,0.185,34,55,54,5,10,3,0,0,13,4,0,0,0,0,1,0,0,19,0,0.2,0.241,2017
234,福田　秀平,ソフトバンク,0.183,104,113,104,15,19,2,1,3,32,16,4,2,3,0,6,0,0,34,1,0.227,0.308,2017
235,山本　泰寛,巨人,0.182,29,83,66,8,12,2,0,1,17,7,1,0,7,0,9,0,1,18,1,0.289,0.258,2017
235,宗　佑磨,オリックス,0.182,10,26,22,2,4,1,0,0,5,0,0,3,0,0,3,0,1,6,1,0.308,0.227,2017
235,髙濱　祐仁,日本ハム,0.182,3,12,11,0,2,0,0,0,2,0,0,0,0,0,1,0,0,5,0,0.25,0.182,2017
238,江川　智晃,ソフトバンク,0.179,32,71,67,6,12,3,0,1,18,5,0,0,1,0,2,0,1,20,0,0.214,0.269,2017
239,平沢　大河,ロッテ,0.176,50,129,119,9,21,2,1,1,28,3,1,0,3,0,6,0,1,40,1,0.222,0.235,2017
239,吉村　裕基,ソフトバンク,0.176,8,19,17,2,3,0,0,2,9,2,0,0,0,0,1,0,1,7,1,0.263,0.529,2017
241,小窪　哲也,広島,0.175,26,65,57,3,10,0,1,0,12,8,1,0,2,0,6,0,0,13,3,0.254,0.211,2017
242,伊志嶺　翔大,ロッテ,0.173,52,117,104,12,18,1,1,0,21,4,4,0,4,0,9,0,0,22,1,0.239,0.202,2017
243,太田　賢吾,日本ハム,0.171,40,88,82,9,14,2,1,1,21,6,0,0,4,0,2,0,0,21,1,0.19,0.256,2017
243,髙濱　卓也,ロッテ,0.171,28,38,35,1,6,2,0,0,8,1,0,0,0,0,3,0,0,6,4,0.237,0.229,2017
245,市川　友也,日本ハム,0.17,57,154,135,12,23,7,0,1,33,8,0,0,8,1,6,0,4,32,3,0.226,0.244,2017
245,吉田　裕太,ロッテ,0.17,61,107,94,10,16,7,0,3,32,6,0,0,6,0,7,0,0,30,4,0.228,0.34,2017
247,岡　大海,日本ハム,0.169,60,132,124,15,21,4,1,0,27,7,6,2,3,1,4,0,0,34,4,0.194,0.218,2017
247,枡田　慎太郎,楽天,0.169,32,77,71,7,12,4,0,1,19,4,1,0,0,0,6,0,0,23,1,0.234,0.268,2017
249,淺間　大基,日本ハム,0.167,19,44,42,2,7,3,0,0,10,3,1,0,0,0,2,0,0,17,1,0.205,0.238,2017
249,陽川　尚将,阪神,0.167,12,19,18,1,3,0,0,1,6,1,0,0,0,0,1,0,0,8,0,0.211,0.333,2017
249,井野　卓,ヤクルト,0.167,7,13,12,3,2,0,0,0,2,1,0,0,1,0,0,0,0,2,0,0.167,0.167,2017
249,江村　直也,ロッテ,0.167,13,6,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.167,0.167,2017
253,大松　尚逸,ヤクルト,0.162,94,143,130,5,21,3,0,3,33,16,0,0,0,0,13,0,0,27,5,0.238,0.254,2017
253,クルーズ,楽天,0.162,13,37,37,2,6,2,0,0,8,2,0,0,0,0,0,0,0,4,1,0.162,0.216,2017
255,相川　亮二,巨人,0.158,29,40,38,0,6,1,0,0,7,3,0,0,0,1,1,0,0,9,1,0.175,0.184,2017
255,関根　大気,DeNA,0.158,29,20,19,4,3,0,0,0,3,1,0,0,0,0,1,0,0,5,0,0.2,0.158,2017
257,重信　慎之介,巨人,0.157,74,77,70,18,11,4,0,0,15,2,10,4,1,0,6,0,0,21,0,0.224,0.214,2017
258,クルーズ,巨人,0.156,9,33,32,2,5,1,0,0,6,3,0,0,0,1,0,0,0,3,1,0.152,0.188,2017
259,塚田　正義,ソフトバンク,0.154,14,27,26,3,4,1,0,2,11,2,0,0,0,0,0,0,1,8,1,0.185,0.423,2017
259,大木　貴将,ロッテ,0.154,9,13,13,3,2,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0.154,0.154,2017
261,杉谷　拳士,日本ハム,0.147,35,85,75,5,11,2,1,0,15,3,1,0,5,0,5,0,0,20,1,0.2,0.2,2017
262,山下　幸輝,DeNA,0.143,21,21,21,3,3,2,0,0,5,0,0,0,0,0,0,0,0,6,0,0.143,0.238,2017
262,猪本　健太郎,ロッテ,0.143,8,14,14,1,2,1,0,0,3,2,0,1,0,0,0,0,0,6,0,0.143,0.214,2017
262,岸里　亮佑,日本ハム,0.143,7,14,14,1,2,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0.143,0.214,2017
262,岡﨑　大輔,オリックス,0.143,5,14,14,1,2,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0.143,0.143,2017
262,縞田　拓弥,オリックス,0.143,5,9,7,0,1,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0.333,0.143,2017
262,榎本　葵,ヤクルト,0.143,9,8,7,3,1,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0.25,0.143,2017
262,福田　将儀,楽天,0.143,9,7,7,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.143,0.143,2017
269,西田　明央,ヤクルト,0.137,37,86,73,4,10,3,0,1,16,7,1,0,0,1,11,0,1,20,2,0.256,0.219,2017
270,西田　哲朗,楽天,0.136,22,24,22,2,3,0,0,0,3,0,0,0,0,0,2,0,0,10,0,0.208,0.136,2017
271,渡邉　諒,日本ハム,0.133,22,35,30,4,4,1,1,0,7,2,0,0,2,0,3,0,0,13,0,0.212,0.233,2017
272,森越　祐人,阪神,0.13,29,27,23,3,3,2,0,0,5,1,0,0,2,0,2,0,0,10,1,0.2,0.217,2017
273,上本　崇司,広島,0.125,37,10,8,12,1,0,0,0,1,0,3,0,0,0,2,0,0,3,0,0.3,0.125,2017
273,斉藤　彰吾,西武,0.125,10,8,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.125,0.125,2017
275,柴田　講平,ロッテ,0.121,17,34,33,2,4,0,0,1,7,2,1,0,0,0,0,0,1,9,0,0.147,0.212,2017
276,中川　大志,楽天,0.118,23,36,34,3,4,2,0,0,6,4,0,0,0,0,1,0,1,11,0,0.167,0.176,2017
276,荒木　郁也,阪神,0.118,49,22,17,5,2,0,0,0,2,0,4,0,3,0,2,0,0,7,0,0.211,0.118,2017
276,杉本　裕太郎,オリックス,0.118,9,17,17,2,2,1,0,1,6,2,0,0,0,0,0,0,0,6,1,0.118,0.353,2017
279,Ｇ．後藤　武敏,DeNA,0.115,26,29,26,0,3,1,0,0,4,3,0,0,0,0,3,0,0,7,1,0.207,0.154,2017
280,田中　和基,楽天,0.111,51,59,54,9,6,2,0,1,11,2,7,2,2,0,3,0,0,25,0,0.158,0.204,2017
280,山崎　勝己,オリックス,0.111,17,22,18,1,2,2,0,0,4,2,0,0,2,0,2,0,0,4,0,0.2,0.222,2017
280,森本　龍弥,日本ハム,0.111,5,10,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0.2,0.111,2017
280,下水流　昂,広島,0.111,9,9,9,1,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0.111,0.222,2017
284,細川　亨,楽天,0.1,20,23,20,1,2,0,0,1,5,1,0,0,3,0,0,0,0,9,0,0.1,0.25,2017
284,上本　達之,西武,0.1,11,11,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0.182,0.1,2017
284,下妻　貴寛,楽天,0.1,8,11,10,0,1,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0.1,0.1,2017
284,下園　辰哉,DeNA,0.1,8,11,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0.182,0.1,2017
288,佐野　恵太,DeNA,0.095,18,24,21,1,2,1,0,0,3,1,0,0,0,0,3,0,0,5,0,0.208,0.143,2017
289,杉山　翔大,中日,0.091,39,83,66,1,6,0,0,0,6,1,0,0,5,1,9,1,2,16,1,0.218,0.091,2017
289,岩﨑　恭平,オリックス,0.091,7,11,11,1,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0.091,0.091,2017
291,ジェンセン,ソフトバンク,0.083,6,14,12,2,1,0,0,1,4,1,0,0,0,0,2,0,0,9,0,0.214,0.333,2017
291,真砂　勇介,ソフトバンク,0.083,9,13,12,2,1,0,0,1,4,1,0,0,0,0,1,0,0,2,0,0.154,0.333,2017
293,鈴木　昂平,オリックス,0.081,72,39,37,10,3,2,0,0,5,0,0,0,2,0,0,0,0,8,2,0.081,0.135,2017
294,江越　大賀,阪神,0.077,28,18,13,3,1,0,0,0,1,0,1,0,0,0,3,0,2,5,0,0.333,0.077,2017
295,シリアコ,DeNA,0.074,12,28,27,1,2,1,0,0,3,0,0,0,0,0,1,0,0,10,0,0.107,0.111,2017
296,田代　将太郎,西武,0.071,38,62,56,8,4,0,1,1,9,5,3,2,0,0,5,0,1,16,1,0.161,0.161,2017
296,溝脇　隼人,中日,0.071,12,16,14,1,1,0,0,1,4,1,0,0,0,0,2,0,0,5,1,0.188,0.286,2017
296,伊志嶺　忠,楽天,0.071,14,14,14,0,1,1,0,0,2,0,0,0,0,0,0,0,0,7,0,0.071,0.143,2017
299,新井　良太,阪神,0.063,17,17,16,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0.118,0.063,2017
300,小田　裕也,オリックス,0.059,43,20,17,4,1,0,0,0,1,0,0,0,2,0,1,0,0,7,0,0.111,0.059,2017
301,内田　靖人,楽天,0.048,7,21,21,0,1,0,0,0,1,1,0,0,0,0,0,0,0,9,1,0.048,0.048,2017
302,岡田　幸文,ロッテ,0.0,31,40,33,4,0,0,0,0,0,0,0,0,2,0,5,1,0,2,0,0.132,0.0,2017
302,實松　一成,巨人,0.0,14,13,8,1,0,0,0,0,0,0,0,0,1,0,2,1,2,6,0,0.333,0.0,2017
302,森山　恵佑,日本ハム,0.0,5,12,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0.083,0.0,2017
302,柿沼　友哉,ロッテ,0.0,8,9,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0.0,0.0,2017
302,吉田　雄人,オリックス,0.0,11,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,2017
302,平沼　翔太,日本ハム,0.0,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,金澤　岳,ロッテ,0.0,4,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,三輪　正義,ヤクルト,0.0,16,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,2017
302,愛斗,西武,0.0,9,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0.167,0.0,2017
302,狩野　恵輔,阪神,0.0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.0,0.0,2017
302,三家　和真,ロッテ,0.0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,飛雄馬,DeNA,0.0,3,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
302,飯山　裕志,日本ハム,0.0,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2017
302,石岡　諒太,中日,0.0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,西森　将司,DeNA,0.0,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,2017
302,栗原　陵矢,ソフトバンク,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,板山　祐太郎,阪神,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,2017
302,城所　龍磨,ソフトバンク,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,飯田　大祐,オリックス,0.0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2017
302,石垣　雅海,中日,0.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,2017
302,大累　進,日本ハム,0.0,13,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,土生　翔平,広島,0.0,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2017
302,渡邉　大樹,ヤクルト,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,三ツ俣　大樹,中日,0.0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,2017
302,伏見　寅威,オリックス,0.0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,釜元　豪,ソフトバンク,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,加藤　匠馬,中日,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
302,郡　拓也,日本ハム,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2017
302,フェルナンド,楽天,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
302,星野　雄大,ヤクルト,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
302,長坂　拳弥,阪神,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2017
1,山本　祐大,DeNA,1.0,2,1,1,1,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,1.0,4.0,2018
2,江川　智晃,ソフトバンク,0.6,5,5,5,2,3,1,0,1,7,1,0,0,0,0,0,0,0,2,0,0.6,1.4,2018
3,上本　博紀,阪神,0.422,20,53,45,7,19,3,0,1,25,6,4,0,1,1,6,0,0,8,1,0.481,0.556,2018
4,金子　一輝,西武,0.357,6,14,14,3,5,1,0,1,9,2,0,1,0,0,0,0,0,3,1,0.357,0.643,2018
5,柳田　悠岐,ソフトバンク,0.352,130,550,475,95,167,29,5,36,314,102,21,7,0,5,62,4,8,105,8,0.431,0.661,2018
6,大引　啓次,ヤクルト,0.35,47,136,123,15,43,5,0,5,63,15,0,2,3,0,10,2,0,30,3,0.398,0.512,2018
7,ビシエド,中日,0.348,135,582,512,91,178,26,1,26,284,99,3,4,0,4,51,4,15,61,24,0.419,0.555,2018
8,坂本　勇人,巨人,0.345,109,502,441,87,152,27,2,18,237,67,9,5,0,0,61,10,0,83,4,0.424,0.537,2018
9,髙橋　大樹,広島,0.333,6,16,15,1,5,1,0,0,6,0,0,0,0,0,1,0,0,4,1,0.375,0.4,2018
9,平沼　翔太,日本ハム,0.333,7,9,9,0,3,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0.333,0.444,2018
11,平田　良介,中日,0.329,138,568,493,83,162,26,5,9,225,55,8,7,2,3,67,4,3,69,7,0.41,0.456,2018
12,青木　宣親,ヤクルト,0.327,127,567,495,85,162,37,3,10,235,67,3,4,0,2,51,1,19,48,13,0.409,0.475,2018
13,秋山　翔吾,西武,0.323,143,685,603,107,195,39,8,24,322,82,15,10,0,1,77,4,4,96,3,0.403,0.534,2018
13,近藤　健介,日本ハム,0.323,129,555,462,59,149,29,3,9,211,69,5,0,0,5,87,8,1,90,16,0.427,0.457,2018
13,田代　将太郎,ヤクルト,0.323,73,36,31,16,10,0,0,1,13,2,4,3,1,0,4,0,0,9,0,0.4,0.419,2018
16,北條　史也,阪神,0.322,62,266,239,34,77,8,1,1,90,20,1,0,4,3,19,0,1,32,7,0.37,0.377,2018
17,吉田　正尚,オリックス,0.321,143,598,514,77,165,37,2,26,284,86,3,1,0,8,69,10,7,74,9,0.403,0.553,2018
17,アルモンテ,中日,0.321,132,546,498,56,160,37,0,15,242,77,1,1,0,3,44,1,1,95,16,0.375,0.486,2018
19,鈴木　誠也,広島,0.32,124,520,422,86,135,32,2,30,261,94,4,4,0,5,88,2,5,116,4,0.438,0.618,2018
20,宮﨑　敏郎,DeNA,0.318,142,590,551,71,175,34,0,28,293,71,0,0,0,0,38,3,1,45,16,0.363,0.532,2018
20,雄平,ヤクルト,0.318,125,482,446,50,142,19,1,11,196,67,6,1,0,2,33,5,1,62,13,0.365,0.439,2018
22,坂口　智隆,ヤクルト,0.317,139,595,508,64,161,22,4,3,200,37,9,7,7,2,75,5,3,60,15,0.406,0.394,2018
22,牧原　大成,ソフトバンク,0.317,59,264,249,32,79,12,4,3,108,26,9,3,3,2,8,0,2,33,2,0.341,0.434,2018
24,山田　哲人,ヤクルト,0.315,140,637,524,130,165,30,4,34,305,89,33,4,0,3,106,5,4,119,8,0.432,0.582,2018
24,原口　文仁,阪神,0.315,82,124,111,8,35,2,0,2,43,19,0,0,0,0,8,1,5,27,1,0.387,0.387,2018
26,浅村　栄斗,西武,0.31,143,640,565,104,175,27,0,32,298,127,4,2,0,5,68,4,2,105,18,0.383,0.527,2018
26,ソト,DeNA,0.31,107,459,416,74,129,16,0,41,268,95,0,1,0,5,29,2,9,100,5,0.364,0.644,2018
28,岡本　和真,巨人,0.309,143,616,540,82,167,26,0,33,292,100,2,1,0,0,72,1,4,120,11,0.394,0.541,2018
28,西川　龍馬,広島,0.309,107,361,327,44,101,22,3,6,147,46,5,3,4,1,27,3,2,51,4,0.364,0.45,2018
30,糸井　嘉男,阪神,0.308,119,509,419,60,129,24,0,16,201,68,22,3,0,5,77,4,8,63,9,0.42,0.48,2018
30,小窪　哲也,広島,0.308,17,28,26,2,8,3,1,0,13,3,0,0,0,0,1,1,1,7,0,0.357,0.5,2018
32,丸　佳浩,広島,0.306,125,566,432,109,132,22,0,39,271,97,10,10,0,1,130,8,3,130,5,0.468,0.627,2018
33,會澤　翼,広島,0.305,106,377,315,42,96,18,1,13,155,42,0,0,5,4,39,5,14,56,6,0.401,0.492,2018
34,松山　竜平,広島,0.302,124,446,397,46,120,25,2,12,185,74,2,0,0,5,42,4,2,46,10,0.368,0.466,2018
35,モヤ,中日,0.301,46,101,93,5,28,4,0,3,41,16,0,1,0,1,6,1,1,25,1,0.347,0.441,2018
36,筒香　嘉智,DeNA,0.295,139,580,495,77,146,33,1,38,295,89,0,0,0,3,80,7,2,107,10,0.393,0.596,2018
36,田中　賢介,日本ハム,0.295,67,124,105,12,31,3,0,0,34,8,0,1,1,0,18,1,0,14,0,0.398,0.324,2018
38,鵜久森　淳志,ヤクルト,0.294,19,20,17,1,5,1,0,0,6,3,0,0,0,2,1,0,0,5,1,0.3,0.353,2018
38,大嶺　翔太,ロッテ,0.294,10,18,17,5,5,0,0,0,5,0,1,0,0,0,1,0,0,8,0,0.333,0.294,2018
40,西野　真弘,オリックス,0.293,60,207,188,21,55,8,4,0,71,16,7,3,6,1,12,1,0,28,5,0.333,0.378,2018
41,中村　晃,ソフトバンク,0.292,136,580,506,57,148,28,1,14,220,57,1,1,3,6,60,4,5,68,5,0.369,0.435,2018
41,井上　晴哉,ロッテ,0.292,133,548,476,59,139,26,2,24,241,99,1,0,0,6,63,0,3,106,7,0.374,0.506,2018
41,島内　宏明,楽天,0.292,103,453,394,53,115,16,3,11,170,53,11,5,3,3,47,0,6,45,10,0.373,0.431,2018
41,グラシアル,ソフトバンク,0.292,54,202,185,29,54,6,1,9,89,30,1,0,0,1,15,0,1,34,8,0.347,0.481,2018
45,長野　久義,巨人,0.29,116,426,383,49,111,16,0,13,166,52,3,2,0,1,41,4,1,69,5,0.359,0.433,2018
46,中島　宏之,オリックス,0.289,77,251,225,13,65,7,0,5,87,34,0,0,1,1,21,2,3,38,8,0.356,0.387,2018
47,ロペス,DeNA,0.288,110,459,441,46,127,23,0,26,228,77,0,0,0,1,16,1,1,58,12,0.314,0.517,2018
48,外崎　修汰,西武,0.287,119,510,453,70,130,24,3,18,214,67,25,9,6,1,47,0,3,102,9,0.357,0.472,2018
